budget;target_energy;irradiation_min;price_coeff;transport_cost;status;minimum_energy;maximum_affordable_energy;recommended_energy;installation_cost;selected_panel;selected_battery;selected_inverter;scenario
13581486;0.3019;4.276;1.1845;181628;"no_solution_budget";1.36;0;"";"";"";"";"";"Catalogue standard"
12375175;7.1081;4.7641;1.2876;146662;"no_solution_budget";2.28;0;"";"";"";"";"";"Catalogue standard"
8339015;5.9827;3.3746;0.9663;149178;"no_solution_budget";1.38;0;"";"";"";"";"";"Catalogue standard"
18597099;1.8606;2.9496;0.9257;215803;"recommended_target";1.25;13.7;1.87;10527511;"P2";"B1";"I1";"Catalogue standard"
2571059;7.6429;4.7136;1.0577;179818;"no_solution_budget";2.05;0;"";"";"";"";"";"Catalogue standard"
29563483;2.349;5.029;1.0157;74365;"recommended_target";2.41;24.06;2.41;14057567;"P1";"B1";"I1";"Catalogue standard"
22116494;3.2304;3.6372;1.3023;133671;"recommended_target";1.22;13.44;3.67;14784949;"P1";"B1";"I1";"Catalogue standard"
17797032;3.4211;4.0174;1.1682;106247;"recommended_target";1.2;16.75;3.59;9153188;"P1";"B1";"I1";"Catalogue standard"
14695444;2.6526;3.2587;1.146;36534;"recommended_target";1.22;3.68;3.67;13784077;"P1";"B1";"I1";"Catalogue standard"
5053911;1.9355;4.601;1.1026;240628;"no_solution_budget";1.38;0;"";"";"";"";"";"Catalogue standard"
23946061;6.5534;5.1403;1.0884;213979;"recommended_target";1.89;15.11;7.56;18935339;"P1";"B2";"I1";"Catalogue standard"
16730973;3.1673;2.9298;0.8632;13035;"recommended_target";1.25;11.23;3.74;10208044;"P1";"B1";"I1";"Catalogue standard"
27650107;3.8838;3.2226;1.3192;218004;"recommended_target";1.07;9.59;4.26;11184022;"P1";"B1";"I1";"Catalogue standard"
12847221;0.9879;3.3095;1.0526;205810;"recommended_target";1.12;4.47;1.12;9786693;"P1";"B1";"I1";"Catalogue standard"
9813956;4.1935;2.3051;1.0952;144395;"recommended_budget_limited";0.96;2.88;2.88;9388754;"P1";"B1";"I1";"Catalogue standard"
18724629;1.2504;3.4921;0.9744;179701;"recommended_target";1.57;9.4;1.57;11591470;"P1";"B1";"I1";"Catalogue standard"
6854654;1.9386;3.9803;0.9863;36895;"no_solution_budget";1.59;0;"";"";"";"";"";"Catalogue standard"
5744413;2.2188;3.455;0.8644;214590;"no_solution_budget";1.36;0;"";"";"";"";"";"Catalogue standard"
1387740;4.3929;3.7531;1.2756;205340;"no_solution_budget";1.19;0;"";"";"";"";"";"Catalogue standard"
6813644;3.2419;4.4727;0.9197;34082;"no_solution_budget";1.56;0;"";"";"";"";"";"Catalogue standard"
11337168;7.396;3.3312;1.1875;214885;"recommended_budget_limited";1.41;1.41;1.41;10834569;"P1";"B2";"I1";"Catalogue standard"
21506203;2.4484;4.5279;1.16;148869;"recommended_target";1.52;7.61;3.04;16950129;"P1";"B1";"I1";"Catalogue standard"
2100347;2.7069;4.3485;1.1608;172805;"no_solution_budget";2.27;0;"";"";"";"";"";"Catalogue standard"
4803957;4.3669;3.6728;1.0408;45631;"no_solution_budget";1.65;0;"";"";"";"";"";"Catalogue standard"
19615620;5.5953;3.8874;1.217;13845;"recommended_target";1.82;10.92;7.28;15761331;"P1";"B1";"I1";"Catalogue standard"
11021307;2.8013;5.0427;1.2233;24853;"no_solution_budget";1.77;0;"";"";"";"";"";"Catalogue standard"
14207756;2.272;3.095;1.0236;155218;"recommended_target";1.32;14.5;2.64;7605151;"P1";"B1";"I1";"Catalogue standard"
13411271;0.8711;5.2385;1.2689;230434;"recommended_target";2.38;7.15;2.38;10451120;"P1";"B1";"I1";"Catalogue standard"
14341974;0.5214;3.3401;1.1578;173903;"recommended_target";1.59;9.53;1.59;10975028;"P1";"B1";"I1";"Catalogue standard"
21186618;7.3468;4.7386;1.3022;69483;"no_solution_budget";1.55;0;"";"";"";"";"";"Catalogue standard"
6710930;6.7456;3.9353;1.2557;192274;"no_solution_budget";2.03;0;"";"";"";"";"";"Catalogue standard"
6807744;5.874;4.6616;1.1494;120347;"no_solution_budget";1.6;0;"";"";"";"";"";"Catalogue standard"
1724607;6.4765;3.6548;1.337;209176;"no_solution_budget";1.72;0;"";"";"";"";"";"Catalogue standard"
22452443;7.8811;4.3953;1.1482;223870;"recommended_target";1.8;10.82;8.12;20037181;"P2";"B1";"I1";"Catalogue standard"
21282635;0.5682;4.503;1.028;72760;"recommended_target";1.27;8.89;1.27;13661192;"P1";"B1";"I1";"Catalogue standard"
8154034;2.5053;3.5227;1.0169;75141;"no_solution_budget";1.27;0;"";"";"";"";"";"Catalogue standard"
25994683;3.1586;4.6438;1.3344;174446;"recommended_target";2.28;15.97;3.42;16328152;"P2";"B1";"I1";"Catalogue standard"
12235887;0.989;4.5143;0.8975;233887;"recommended_target";1.45;2.89;1.45;10812059;"P1";"B1";"I1";"Catalogue standard"
1589767;2.8879;4.2791;0.9305;140909;"no_solution_budget";1.45;0;"";"";"";"";"";"Catalogue standard"
8944817;1.5509;4.424;1.2318;129075;"no_solution_budget";1.93;0;"";"";"";"";"";"Catalogue standard"
14432089;3.4552;2.5672;1.3023;78565;"recommended_target";1.21;4.86;3.64;12902286;"P1";"B1";"I1";"Catalogue standard"
17655537;7.9582;4.9158;1.018;50572;"no_solution_budget";1.78;0;"";"";"";"";"";"Catalogue standard"
11651809;4.4261;3.6001;0.9112;173304;"no_solution_budget";0.98;0;"";"";"";"";"";"Catalogue standard"
26245908;0.7793;4.5626;1.0198;125801;"recommended_target";1.67;13.36;1.67;10990586;"P1";"B1";"I1";"Catalogue standard"
20716575;5.4496;2.4121;0.9787;182876;"recommended_budget_limited";1.01;3.04;3.04;20136676;"P1";"B1";"I1";"Catalogue standard"
5290555;0.3095;4.9018;1.1751;75507;"no_solution_budget";1.43;0;"";"";"";"";"";"Catalogue standard"
8126051;1.4975;4.1703;0.96;220874;"no_solution_budget";1.21;0;"";"";"";"";"";"Catalogue standard"
19151113;1.5531;3.9953;1.0773;208002;"recommended_target";1.63;21.23;1.63;6108879;"P1";"B1";"I1";"Catalogue standard"
20619706;5.0714;5.2999;0.9024;235417;"recommended_target";2.3;9.19;6.89;18758322;"P1";"B2";"I1";"Catalogue standard"
2917311;7.6403;4.4342;0.9931;98823;"no_solution_budget";1.79;0;"";"";"";"";"";"Catalogue standard"
20660190;2.3381;3.3267;1.1068;123009;"recommended_target";1.28;7.69;2.56;11760763;"P1";"B1";"I1";"Catalogue standard"
2036924;7.7676;3.8431;1.2318;40675;"no_solution_budget";1.36;0;"";"";"";"";"";"Catalogue standard"
16303263;7.5141;3.6713;0.9628;4198;"recommended_budget_limited";1.04;3.12;3.12;16250752;"P1";"B1";"I1";"Catalogue standard"
20426682;4.4197;4.3789;1.3121;89981;"recommended_target";1.56;7.78;4.67;17584526;"P1";"B1";"I1";"Catalogue standard"
6702933;6.8294;3.9072;0.9307;213325;"no_solution_budget";1.14;0;"";"";"";"";"";"Catalogue standard"
3443198;3.8483;2.4868;1.0721;209459;"no_solution_budget";1.28;0;"";"";"";"";"";"Catalogue standard"
23739715;0.7272;4.9002;1.0417;35340;"recommended_target";1.62;17.87;1.62;10059757;"P1";"B1";"I1";"Catalogue standard"
2375135;3.5586;4.6648;1.1691;64005;"no_solution_budget";2.26;0;"";"";"";"";"";"Catalogue standard"
17413247;1.3984;4.7718;0.8992;49109;"recommended_target";1.52;13.74;1.52;8805388;"P1";"B1";"I1";"Catalogue standard"
19657934;3.4744;5.0034;1.0858;47924;"recommended_budget_limited";2.49;2.49;2.49;19617287;"P1";"B1";"I1";"Catalogue standard"
18020387;3.4798;2.3851;1.1303;124338;"recommended_target";1.06;7.41;4.24;12775027;"P1";"B1";"I1";"Catalogue standard"
22872731;3.766;3.21;0.8529;58299;"recommended_target";1.52;18.2;4.55;9478942;"P1";"B1";"I1";"Catalogue standard"
13558848;5.0562;5.0273;0.9835;58981;"recommended_target";2.36;9.44;7.08;10796776;"P1";"B1";"I1";"Catalogue standard"
3334280;6.8847;4.2921;0.9701;210216;"no_solution_budget";1.48;0;"";"";"";"";"";"Catalogue standard"
5566944;7.9283;2.7688;0.9289;51244;"no_solution_budget";1.24;0;"";"";"";"";"";"Catalogue standard"
12761165;5.3926;2.4617;1.0112;67723;"recommended_budget_limited";1.28;5.1;5.1;12396746;"P1";"B1";"I1";"Catalogue standard"
11544589;2.9782;4.6044;1.1202;65792;"recommended_target";1.89;9.44;3.78;8342597;"P1";"B1";"I1";"Catalogue standard"
21717882;1.0574;5.1428;0.9037;117973;"recommended_target";1.69;20.27;1.69;11282727;"P1";"B1";"I1";"Catalogue standard"
22511825;2.8104;4.3364;1.0628;193054;"recommended_target";1.93;25.07;2.89;7790854;"P2";"B1";"I1";"Catalogue standard"
27284963;1.3962;2.403;0.9096;98076;"recommended_target";1.24;17.33;1.86;8551260;"P2";"B1";"I1";"Catalogue standard"
28961345;1.2169;3.8387;1.2136;204311;"recommended_target";1.71;20.54;1.71;7687181;"P1";"B1";"I1";"Catalogue standard"
1312726;7.2458;3.2932;1.1941;222912;"no_solution_budget";1.42;0;"";"";"";"";"";"Catalogue standard"
10763244;1.8228;4.8411;1.171;189061;"no_solution_budget";2.31;0;"";"";"";"";"";"Catalogue standard"
10708985;7.0045;4.4751;1.0703;60639;"recommended_target";1.93;9.63;7.71;9149904;"P1";"B1";"I1";"Catalogue standard"
2296038;4.0725;2.3044;1.0014;65704;"no_solution_budget";1.06;0;"";"";"";"";"";"Catalogue standard"
20063564;4.0366;5.1276;1.3396;89000;"recommended_target";1.97;7.89;5.92;15779621;"P1";"B1";"I1";"Catalogue standard"
23520391;3.6799;2.6083;1.2525;147476;"recommended_target";0.95;7.57;3.79;16529880;"P1";"B1";"I1";"Catalogue standard"
22585323;7.5867;3.6649;1.1427;42946;"recommended_target";1.51;9.09;9.09;22083651;"P1";"B2";"I1";"Catalogue standard"
1693416;4.3379;4.3513;1.2256;213357;"no_solution_budget";2.07;0;"";"";"";"";"";"Catalogue standard"
27383078;5.5378;4.8666;1.1694;110605;"recommended_target";1.94;15.51;5.81;13501325;"P1";"B1";"I1";"Catalogue standard"
1254445;6.0363;3.5681;1.2748;194092;"no_solution_budget";1.28;0;"";"";"";"";"";"Catalogue standard"
12622750;0.6827;4.4081;0.9797;53426;"recommended_target";1.19;9.52;1.19;8670827;"P1";"B1";"I1";"Catalogue standard"
1910213;1.0696;4.3945;1.1829;27075;"no_solution_budget";1.97;0;"";"";"";"";"";"Catalogue standard"
25601894;2.737;3.2966;0.8527;245547;"recommended_target";1.33;25.97;4;7924803;"P1";"B1";"I1";"Catalogue standard"
19421043;3.6441;2.8653;1.1816;226261;"recommended_target";1.35;8.1;4.05;13764912;"P1";"B1";"I1";"Catalogue standard"
7361833;7.8277;3.9585;1.0246;150082;"no_solution_budget";1.5;0;"";"";"";"";"";"Catalogue standard"
12852323;7.2248;2.6079;1.3458;145168;"no_solution_budget";1.33;0;"";"";"";"";"";"Catalogue standard"
13669567;5.0128;2.4902;1.1877;204443;"no_solution_budget";1.18;0;"";"";"";"";"";"Catalogue standard"
2419807;3.8046;3.298;1.0537;47985;"no_solution_budget";1.59;0;"";"";"";"";"";"Catalogue standard"
13108824;3.4949;2.8724;1.2334;175854;"recommended_budget_limited";1.18;2.37;2.37;12596114;"P1";"B1";"I1";"Catalogue standard"
17335600;3.6917;3.2706;0.8785;86479;"recommended_target";1.38;11.01;4.13;13127330;"P1";"B2";"I1";"Catalogue standard"
16184674;2.2158;4.5678;1.2128;100260;"recommended_target";1.57;10.98;2.35;12008443;"P2";"B1";"I1";"Catalogue standard"
22566579;1.1089;2.4345;1.3077;124381;"recommended_target";1.27;15.29;1.27;10469593;"P1";"B1";"I1";"Catalogue standard"
19831482;4.919;3.8586;0.8832;135838;"recommended_target";1.64;16.35;6.54;11646154;"P1";"B1";"I1";"Catalogue standard"
11960924;7.4276;3.2157;0.9902;196871;"no_solution_budget";1.04;0;"";"";"";"";"";"Catalogue standard"
6082130;2.9252;4.9488;1.3025;124474;"no_solution_budget";1.58;0;"";"";"";"";"";"Catalogue standard"
19093970;2.6526;2.6574;0.9413;6325;"recommended_target";1.16;8.15;3.49;14190384;"P1";"B1";"I1";"Catalogue standard"
4969919;2.7503;2.6447;1.246;63993;"no_solution_budget";0.71;0;"";"";"";"";"";"Catalogue standard"
19244138;4.8581;4.2337;1.1971;127207;"recommended_target";1.94;9.7;5.82;12017252;"P1";"B1";"I1";"Catalogue standard"
29555856;4.1742;3.3446;1.0361;128753;"recommended_target";1.04;16.7;4.7;14476542;"P2";"B1";"I1";"Catalogue standard"
12445849;3.0951;3.1871;0.9551;38531;"recommended_budget_limited";1.59;2.38;2.38;12287447;"P2";"B1";"I1";"Catalogue standard"
17365618;3.4241;4.1081;1.2268;39521;"recommended_target";2.02;8.08;4.04;13716257;"P1";"B1";"I1";"Catalogue standard"
4391506;7.3761;4.0773;1.189;112360;"no_solution_budget";1.79;0;"";"";"";"";"";"Catalogue standard"
8044925;5.6236;5.3409;1.2563;53561;"no_solution_budget";2.41;0;"";"";"";"";"";"Catalogue standard"
11381414;4.6208;4.3322;1.2116;26865;"recommended_target";1.36;8.17;5.45;8916794;"P1";"B1";"I1";"Catalogue standard"
22761740;6.5718;4.9231;1.1936;75548;"recommended_target";2.43;16.98;7.28;17923528;"P1";"B1";"I1";"Catalogue standard"
14361293;7.2192;4.7208;1.1197;133275;"recommended_budget_limited";1.65;1.65;1.65;13894913;"P1";"B2";"I1";"Catalogue standard"
4361308;4.8534;4.222;0.8527;207593;"no_solution_budget";1.87;0;"";"";"";"";"";"Catalogue standard"
6654450;0.5509;3.8193;1.1128;103167;"no_solution_budget";1.7;0;"";"";"";"";"";"Catalogue standard"
11577838;6.2344;3.1741;0.8512;165286;"recommended_target";1.29;7.73;6.44;10894673;"P1";"B2";"I1";"Catalogue standard"
23102109;1.4386;3.7219;1.2672;106617;"recommended_target";1.69;16.86;1.69;7848710;"P1";"B1";"I1";"Catalogue standard"
7287346;5.3758;3.8846;0.9382;214443;"no_solution_budget";1.71;0;"";"";"";"";"";"Catalogue standard"
17283408;6.0375;4.2494;1.1041;88366;"recommended_target";1.16;11.63;6.98;11666643;"P1";"B1";"I1";"Catalogue standard"
6912121;5.8269;3.3833;1.1351;83315;"no_solution_budget";0.91;0;"";"";"";"";"";"Catalogue standard"
18108636;5.6137;2.5366;1.1338;59048;"recommended_target";0.89;14.21;6.22;10690442;"P1";"B1";"I1";"Catalogue standard"
7221080;1.1646;3.6928;1.2049;5419;"no_solution_budget";1.71;0;"";"";"";"";"";"Catalogue standard"
17677934;4.2106;3.534;1.1385;217163;"recommended_target";1.65;13.21;4.95;10822563;"P1";"B1";"I1";"Catalogue standard"
23974375;7.7425;2.2048;1.2267;102152;"recommended_budget_limited";0.92;5.53;5.53;23203229;"P1";"B2";"I1";"Catalogue standard"
29685356;4.1514;2.4371;1.1816;55645;"recommended_target";1.26;13.28;5.06;11991479;"P1";"B1";"I1";"Catalogue standard"
11697542;4.1793;4.5239;0.8736;49903;"recommended_target";2.24;8.97;4.49;9871855;"P1";"B2";"I1";"Catalogue standard"
16137462;3.5893;4.958;0.8569;150074;"recommended_target";1.45;15.91;4.34;8567401;"P1";"B1";"I1";"Catalogue standard"
10402672;2.4181;4.8344;0.9165;96761;"recommended_target";2.32;6.96;3.48;8620875;"P2";"B1";"I1";"Catalogue standard"
14558923;2.9467;4.284;1.0233;214502;"recommended_target";1.67;8.34;3.34;10092377;"P1";"B1";"I1";"Catalogue standard"
4864170;5.0542;3.254;1.2777;77172;"no_solution_budget";1.69;0;"";"";"";"";"";"Catalogue standard"
11487510;1.5001;4.3216;0.8694;11099;"recommended_target";1.48;4.45;2.23;9971199;"P2";"B1";"I1";"Catalogue standard"
7166996;6.8751;4.5848;1.1677;72151;"no_solution_budget";1.25;0;"";"";"";"";"";"Catalogue standard"
5729780;3.3712;3.5995;1.014;202044;"no_solution_budget";1.77;0;"";"";"";"";"";"Catalogue standard"
7238428;7.0558;4.5352;1.244;106072;"no_solution_budget";1.66;0;"";"";"";"";"";"Catalogue standard"
25869284;6.6878;5.2101;1.1444;1817;"recommended_target";1.6;9.59;7.19;22701202;"P2";"B2";"I1";"Catalogue standard"
23012911;3.1831;2.8761;0.8549;211735;"recommended_target";1.05;17.86;4.2;7563680;"P1";"B1";"I1";"Catalogue standard"
19703672;5.24;5.196;1.3144;166093;"recommended_target";1.69;10.13;6.75;16174853;"P1";"B2";"I1";"Catalogue standard"
22325791;4.1028;2.7128;1.0595;161467;"recommended_target";1.04;7.31;4.18;17855750;"P1";"B2";"I1";"Catalogue standard"
12948245;4.9899;2.2415;1.138;205170;"recommended_budget_limited";0.75;4.48;4.48;12393810;"P1";"B1";"I1";"Catalogue standard"
21648385;1.2346;3.6924;1.2823;106594;"recommended_target";1.68;7.54;1.68;17429285;"P1";"B1";"I1";"Catalogue standard"
2493654;1.0984;2.4062;1.1202;126195;"no_solution_budget";0.96;0;"";"";"";"";"";"Catalogue standard"
11926203;0.3295;2.7333;0.9395;118856;"recommended_target";0.79;4.72;0.79;8394185;"P1";"B1";"I1";"Catalogue standard"
28057229;1.8826;4.1427;0.9226;4728;"recommended_target";2.1;31.54;2.1;10741130;"P1";"B1";"I1";"Catalogue standard"
22126911;2.6536;3.754;1.2043;138299;"recommended_target";1.23;9.87;3.7;13726711;"P1";"B2";"I1";"Catalogue standard"
16033242;3.6044;4.3669;0.8785;153269;"recommended_target";2.16;19.45;4.32;10027323;"P1";"B1";"I1";"Catalogue standard"
20207133;7.8586;2.4931;1.0345;181075;"recommended_budget_limited";1.13;2.26;2.26;19230815;"P1";"B2";"I1";"Catalogue standard"
10039772;6.3945;2.9033;1.1959;107719;"recommended_budget_limited";0.86;1.3;1.3;9798359;"P2";"B1";"I1";"Catalogue standard"
1130039;1.101;3.6549;1.2041;50467;"no_solution_budget";1.29;0;"";"";"";"";"";"Catalogue standard"
3891316;2.4729;3.6061;0.9363;233080;"no_solution_budget";1.42;0;"";"";"";"";"";"Catalogue standard"
22871364;7.891;3.8778;1.1413;53484;"recommended_target";1.22;24.49;8.57;11610046;"P1";"B2";"I1";"Catalogue standard"
10809255;1.0722;4.0583;1.18;222590;"recommended_target";1.89;7.57;1.89;7033339;"P1";"B1";"I1";"Catalogue standard"
18102441;1.1748;5.2163;0.9031;56681;"recommended_target";1.8;25.25;1.8;7991116;"P1";"B1";"I1";"Catalogue standard"
19429409;5.1336;4.183;1.1912;20595;"recommended_target";1.83;10.96;5.48;16057272;"P1";"B1";"I1";"Catalogue standard"
12997630;1.655;5.3417;0.9065;196541;"recommended_target";1.71;6.83;1.71;8789523;"P1";"B1";"I1";"Catalogue standard"
4889489;6.6185;3.5481;1.042;4401;"no_solution_budget";1;0;"";"";"";"";"";"Catalogue standard"
5442655;1.2929;2.7055;1.1051;144952;"no_solution_budget";1.28;0;"";"";"";"";"";"Catalogue standard"
8792000;7.1916;4.2311;0.9402;4724;"no_solution_budget";2.04;0;"";"";"";"";"";"Catalogue standard"
1382227;0.6942;3.279;0.9364;97186;"no_solution_budget";1.27;0;"";"";"";"";"";"Catalogue standard"
13452375;3.0114;2.2069;1.0945;193812;"recommended_target";1.14;6.83;3.41;11044395;"P1";"B1";"I1";"Catalogue standard"
7202601;4.1324;5.1701;1.1017;51363;"no_solution_budget";1.53;0;"";"";"";"";"";"Catalogue standard"
17370446;4.22;3.5545;1.2466;165507;"recommended_target";1.82;12.73;5.45;11913414;"P1";"B1";"I1";"Catalogue standard"
22459729;1.6637;4.6343;0.8535;62918;"recommended_target";2.12;14.82;2.12;6489780;"P1";"B1";"I1";"Catalogue standard"
8618261;5.6006;2.5296;1.1585;187966;"no_solution_budget";1.16;0;"";"";"";"";"";"Catalogue standard"
3999024;3.8869;3.1391;0.9889;188068;"no_solution_budget";1.55;0;"";"";"";"";"";"Catalogue standard"
13631164;3.3473;5.3274;1.2698;18257;"no_solution_budget";2.72;0;"";"";"";"";"";"Catalogue standard"
12130933;0.4888;2.8048;0.9625;104992;"recommended_target";0.96;5.76;0.96;8147461;"P1";"B1";"I1";"Catalogue standard"
28034610;7.6151;3.5663;1.0971;94026;"recommended_target";1.36;13.61;8.17;22099125;"P1";"B2";"I1";"Catalogue standard"
6089968;2.2908;4.9375;0.9729;123284;"no_solution_budget";1.86;0;"";"";"";"";"";"Catalogue standard"
10448703;2.793;4.1465;1.1294;1693;"recommended_target";1.68;5.05;3.36;9638995;"P1";"B1";"I1";"Catalogue standard"
11076151;1.9303;4.0823;1.3145;39631;"no_solution_budget";1.82;0;"";"";"";"";"";"Catalogue standard"
8998627;6.2026;4.1954;1.1521;128669;"no_solution_budget";1.76;0;"";"";"";"";"";"Catalogue standard"
1819420;6.5482;3.0689;1.2666;23444;"no_solution_budget";1.01;0;"";"";"";"";"";"Catalogue standard"
11334317;2.4409;4.6867;0.9976;229610;"recommended_target";2.06;4.12;3.09;10749485;"P2";"B1";"I1";"Catalogue standard"
23381975;5.7859;3.8864;1.0854;248660;"recommended_target";1.6;17.6;6.4;11990469;"P1";"B1";"I1";"Catalogue standard"
18639444;5.5596;3.4243;1.3417;39306;"no_solution_budget";1.15;0;"";"";"";"";"";"Catalogue standard"
22883235;2.9895;3.9118;1.3022;30172;"recommended_target";1.15;13.84;3.46;12160517;"P1";"B2";"I1";"Catalogue standard"
12200679;1.9782;4.0101;1.2419;188095;"no_solution_budget";2.08;0;"";"";"";"";"";"Catalogue standard"
27559658;7.146;4.8382;1.3058;103470;"recommended_target";1.39;16.72;8.36;20395910;"P1";"B2";"I1";"Catalogue standard"
26925504;1.1477;3.1686;1.3022;35307;"recommended_target";1.51;22.67;1.51;11018439;"P1";"B1";"I1";"Catalogue standard"
15119488;2.9687;5.1826;1.1131;107212;"recommended_target";2.39;11.97;3.59;11339914;"P2";"B1";"I1";"Catalogue standard"
6553345;7.0636;2.5775;1.0612;22832;"no_solution_budget";0.96;0;"";"";"";"";"";"Catalogue standard"
6283203;3.5596;3.1246;1.1066;118724;"no_solution_budget";1.1;0;"";"";"";"";"";"Catalogue standard"
29512772;5.1809;3.7593;1.081;30023;"recommended_target";1.44;20.17;5.76;11134318;"P1";"B1";"I1";"Catalogue standard"
22776351;3.6993;4.814;0.86;205003;"recommended_target";1.72;22.39;5.17;12136420;"P1";"B1";"I1";"Catalogue standard"
7249606;3.9289;4.2138;1.188;123537;"no_solution_budget";2.09;0;"";"";"";"";"";"Catalogue standard"
13425320;3.9028;4.8029;1.2707;214697;"no_solution_budget";1.79;0;"";"";"";"";"";"Catalogue standard"
29699383;5.0034;2.4283;1.0147;56876;"recommended_target";1.11;11.09;5.55;12757926;"P1";"B1";"I1";"Catalogue standard"
12460641;3.1661;4.0985;1.1044;153024;"no_solution_budget";1.11;0;"";"";"";"";"";"Catalogue standard"
18215345;4.252;4.4761;0.8501;25026;"recommended_target";1.51;18.09;4.52;12024067;"P1";"B2";"I1";"Catalogue standard"
14219347;4.6812;3.2965;1.0028;29672;"recommended_target";1.21;4.83;4.83;13487337;"P1";"B1";"I1";"Catalogue standard"
5002362;3.6686;2.6217;0.9487;35309;"no_solution_budget";1.05;0;"";"";"";"";"";"Catalogue standard"
4220160;0.9379;3.9486;1.0547;2584;"no_solution_budget";1.22;0;"";"";"";"";"";"Catalogue standard"
12760527;0.5799;2.8748;1.3132;206982;"recommended_target";1.13;1.69;1.13;11282380;"P1";"B1";"I1";"Catalogue standard"
24625281;2.1829;3.731;0.9587;36288;"recommended_target";1.24;21.03;2.47;6931721;"P1";"B1";"I1";"Catalogue standard"
